Date,High,Low,Open,Close,Volume,Adj Close
2000-03-17,4.578125,4.3203125,4.3203125,4.5625,1548800.0,2.27397084236145
2000-03-20,4.65625,4.46875,4.46875,4.5234375,2226400.0,2.2545015811920166
2000-03-21,4.625,4.53125,4.53125,4.59375,712800.0,2.2895450592041016
2000-03-22,4.6171875,4.5625,4.59375,4.5703125,932800.0,2.2778642177581787
2000-03-23,4.65625,4.5703125,4.5703125,4.65625,1037600.0,2.3206958770751953
2000-03-24,4.7109375,4.5,4.6875,4.609375,1801600.0,2.297333002090454
2000-03-27,4.609375,4.5078125,4.609375,4.5234375,840000.0,2.2545015811920166
2000-03-28,4.5546875,4.5,4.5390625,4.5078125,704800.0,2.2467143535614014
2000-03-29,4.5078125,4.3828125,4.5078125,4.390625,2152000.0,2.188307285308838
2000-03-30,4.546875,4.390625,4.390625,4.5390625,1391200.0,2.262289524078369
2000-03-31,4.921875,4.5625,4.578125,4.921875,2086400.0,2.4530839920043945
2000-04-03,4.921875,4.703125,4.921875,4.7421875,845600.0,2.363528251647949
2000-04-04,4.8671875,4.625,4.78125,4.65625,1016000.0,2.3206958770751953
2000-04-05,4.8515625,4.625,4.625,4.828125,632800.0,2.406360149383545
2000-04-06,4.953125,4.8515625,4.8515625,4.90625,979200.0,2.4452972412109375
2000-04-07,4.9296875,4.8828125,4.921875,4.9140625,763200.0,2.449190378189087
2000-04-10,5.0625,4.9375,4.9375,4.953125,1104000.0,2.4686601161956787
2000-04-11,5.0,4.859375,4.953125,5.0,883200.0,2.4920217990875244
2000-04-12,5.234375,4.984375,5.015625,5.203125,2040800.0,2.5932605266571045
2000-04-13,5.171875,5.0390625,5.171875,5.109375,1344000.0,2.5465362071990967
2000-04-14,5.125,4.84375,5.125,4.8671875,872000.0,2.425827741622925
2000-04-17,4.96875,4.734375,4.875,4.734375,1449600.0,2.359633684158325
2000-04-18,4.921875,4.75,4.75,4.8984375,1019200.0,2.4414031505584717
2000-04-19,5.1171875,4.90625,4.96875,4.984375,929600.0,2.4842357635498047
2000-04-20,5.0078125,4.8828125,4.984375,4.9453125,785600.0,2.464765787124634
2000-04-24,4.953125,4.8984375,4.953125,4.9140625,692000.0,2.449190378189087
2000-04-25,5.25,4.96875,4.96875,5.21875,1490400.0,2.601048469543457
2000-04-26,5.2734375,5.1796875,5.25,5.21875,644000.0,2.601048469543457
2000-04-27,5.1796875,5.0703125,5.1796875,5.1171875,608000.0,2.6259043216705322
2000-04-28,5.296875,5.1328125,5.140625,5.2265625,1054400.0,2.682030439376831
2000-05-01,5.328125,5.203125,5.234375,5.265625,982400.0,2.702075958251953
2000-05-02,5.3046875,5.25,5.2734375,5.2578125,829600.0,2.6980671882629395
2000-05-03,5.25,5.0,5.25,5.0,617600.0,2.5657687187194824
2000-05-04,5.25,5.0,5.03125,5.1171875,811200.0,2.6259043216705322
2000-05-05,5.359375,5.140625,5.15625,5.234375,584000.0,2.6860387325286865
2000-05-08,5.21875,5.109375,5.21875,5.1328125,668000.0,2.633922576904297
2000-05-09,5.3203125,5.109375,5.125,5.296875,1116000.0,2.7181122303009033
2000-05-10,5.3671875,5.296875,5.296875,5.328125,850400.0,2.734147310256958
2000-05-11,5.4921875,5.375,5.375,5.4921875,1215200.0,2.8183374404907227
2000-05-12,5.625,5.3984375,5.4921875,5.4140625,1080000.0,2.778247356414795
2000-05-15,5.4296875,5.34375,5.4296875,5.375,679200.0,2.758202075958252
2000-05-16,5.53125,5.421875,5.421875,5.515625,552000.0,2.8303632736206055
2000-05-17,5.5234375,5.375,5.484375,5.4609375,1259200.0,2.802300453186035
2000-05-18,5.46875,5.421875,5.4609375,5.421875,904000.0,2.7822561264038086
2000-05-19,5.4453125,5.359375,5.421875,5.375,523200.0,2.758202075958252
2000-05-22,5.390625,5.140625,5.359375,5.21875,1117600.0,2.678021192550659
2000-05-23,5.2109375,5.1640625,5.1875,5.1640625,1180000.0,2.649958610534668
2000-05-24,5.234375,5.1640625,5.1796875,5.1875,2043200.0,2.66198468208313
2000-05-25,5.20703125,5.0859375,5.203125,5.1484375,1220800.0,2.6419408321380615
2000-05-26,5.125,4.96875,5.125,4.9765625,1303200.0,2.553741931915283
2000-05-30,5.09375,4.9375,4.9765625,5.09375,1785600.0,2.6138768196105957
2000-05-31,5.0859375,4.96875,5.078125,4.96875,1246400.0,2.5497331619262695
2000-06-01,5.078125,4.984375,4.984375,5.078125,417600.0,2.60585880279541
2000-06-02,5.140625,5.0625,5.09375,5.0703125,691200.0,2.6018502712249756
2000-06-05,5.171875,5.0546875,5.0546875,5.125,1257600.0,2.629913568496704
2000-06-06,5.1328125,5.0,5.1328125,5.0078125,648800.0,2.5697779655456543
2000-06-07,5.0703125,5.0,5.0234375,5.0234375,510400.0,2.577796220779419
2000-06-08,5.03125,4.890625,5.03125,4.8984375,968000.0,2.5136520862579346
2000-06-09,4.90625,4.734375,4.90625,4.734375,851200.0,2.429462194442749
2000-06-12,4.84375,4.59375,4.75,4.828125,1906400.0,2.477571487426758
2000-06-13,4.84375,4.78125,4.796875,4.8125,1145600.0,2.4695522785186768
2000-06-14,4.78125,4.734375,4.78125,4.734375,540000.0,2.429462194442749
2000-06-15,4.7578125,4.59375,4.703125,4.6328125,1420000.0,2.377345323562622
2000-06-16,4.65625,4.4765625,4.609375,4.4765625,1284800.0,2.2971653938293457
2000-06-19,4.625,4.5078125,4.5078125,4.5234375,528000.0,2.321218967437744
2000-06-20,4.5546875,4.484375,4.5546875,4.484375,560000.0,2.301173210144043
2000-06-21,4.515625,4.453125,4.5,4.453125,1072000.0,2.285137891769409
2000-06-22,4.546875,4.4140625,4.515625,4.5234375,1532800.0,2.321218967437744
2000-06-23,4.578125,4.5234375,4.5234375,4.578125,768800.0,2.3492825031280518
2000-06-26,4.6875,4.578125,4.609375,4.59375,928800.0,2.357300043106079
2000-06-27,4.65625,4.578125,4.578125,4.609375,2672800.0,2.3653180599212646
2000-06-28,4.6328125,4.609375,4.6171875,4.625,1448000.0,2.3733367919921875
2000-06-29,4.6484375,4.609375,4.625,4.609375,2096800.0,2.3653180599212646
2000-06-30,4.6328125,4.390625,4.625,4.390625,2270400.0,2.253066062927246
2000-07-03,4.625,4.421875,4.421875,4.625,778400.0,2.3733367919921875
2000-07-05,4.6015625,4.5234375,4.578125,4.6015625,932000.0,2.361309289932251
2000-07-06,4.609375,4.5390625,4.6015625,4.5859375,1711200.0,2.353292226791382
2000-07-07,4.6171875,4.484375,4.6015625,4.484375,1123200.0,2.301173210144043
2000-07-10,4.625,4.5078125,4.515625,4.625,1297600.0,2.3733367919921875
2000-07-11,4.625,4.5625,4.625,4.59375,841600.0,2.357300043106079
2000-07-12,4.625,4.59375,4.625,4.625,880000.0,2.3733367919921875
2000-07-13,4.625,4.5,4.625,4.578125,797600.0,2.3492825031280518
2000-07-14,4.6015625,4.53125,4.5625,4.5859375,1693600.0,2.353292226791382
2000-07-17,4.6328125,4.5703125,4.5703125,4.6015625,1048800.0,2.361309289932251
2000-07-18,4.6171875,4.5703125,4.578125,4.59375,656800.0,2.357300043106079
2000-07-19,4.640625,4.5859375,4.6015625,4.6171875,1016800.0,2.3693277835845947
2000-07-20,4.640625,4.578125,4.6171875,4.6171875,1164800.0,2.3693277835845947
2000-07-21,4.578125,4.4453125,4.578125,4.5,2277600.0,2.309192657470703
2000-07-24,4.5,4.3828125,4.484375,4.484375,1172000.0,2.301173210144043
2000-07-25,4.5,4.3671875,4.484375,4.453125,667200.0,2.285137891769409
2000-07-26,4.46875,4.25,4.46875,4.3359375,1050400.0,2.2250030040740967
2000-07-27,4.375,4.28125,4.34375,4.3046875,1508800.0,2.2089672088623047
2000-07-28,4.3125,4.140625,4.28125,4.171875,1236000.0,2.218104839324951
2000-07-31,4.2578125,4.171875,4.1875,4.2421875,1319200.0,2.2554893493652344
2000-08-01,4.296875,4.2578125,4.265625,4.296875,577600.0,2.2845656871795654
2000-08-02,4.421875,4.2734375,4.328125,4.3828125,1499200.0,2.3302559852600098
2000-08-03,4.4765625,4.3828125,4.3828125,4.453125,984800.0,2.3676400184631348
2000-08-04,4.53125,4.4765625,4.5,4.5,1221600.0,2.3925633430480957
2000-08-07,4.515625,4.453125,4.515625,4.484375,575200.0,2.384253740310669
2000-08-08,4.5625,4.484375,4.484375,4.515625,2105600.0,2.4008708000183105
2000-08-09,4.5546875,4.3984375,4.546875,4.4140625,2501600.0,2.3468716144561768
2000-08-10,4.4921875,4.390625,4.4453125,4.40625,1608800.0,2.3427178859710693
2000-08-11,4.640625,4.3984375,4.421875,4.625,903200.0,2.4590234756469727
2000-08-14,4.6875,4.5859375,4.625,4.6015625,1065600.0,2.446561336517334
2000-08-15,4.6171875,4.5390625,4.6171875,4.5703125,1100800.0,2.4299466609954834
2000-08-16,4.625,4.5625,4.5625,4.609375,1120800.0,2.4507153034210205
2000-08-17,4.6171875,4.484375,4.6171875,4.546875,779200.0,2.417485237121582
2000-08-18,4.5546875,4.5234375,4.5390625,4.53125,496800.0,2.409177303314209
2000-08-21,4.6015625,4.5,4.546875,4.5,545600.0,2.3925633430480957
2000-08-22,4.609375,4.484375,4.484375,4.59375,1052000.0,2.4424073696136475
2000-08-23,4.625,4.5625,4.625,4.56640625,907200.0,2.4278693199157715
2000-08-24,4.59375,4.546875,4.578125,4.5546875,1074400.0,2.4216387271881104
2000-08-25,4.53125,4.453125,4.5234375,4.4921875,1281600.0,2.388409376144409
2000-08-28,4.53125,4.4453125,4.5,4.453125,837600.0,2.3676400184631348
2000-08-29,4.5,4.4296875,4.4375,4.4765625,859200.0,2.3801016807556152
2000-08-30,4.453125,4.2734375,4.453125,4.2734375,976800.0,2.272104263305664
2000-08-31,4.3828125,4.2734375,4.28125,4.296875,1629600.0,2.2845656871795654
2000-09-01,4.359375,4.28125,4.3046875,4.359375,391200.0,2.317795515060425
2000-09-05,4.375,4.3359375,4.359375,4.375,775200.0,2.3261029720306396
2000-09-06,4.5078125,4.3671875,4.3671875,4.4140625,567200.0,2.3468716144561768
2000-09-07,4.453125,4.34375,4.4296875,4.34375,799200.0,2.309488296508789
2000-09-08,4.421875,4.34375,4.3515625,4.36328125,627200.0,2.319871425628662
2000-09-11,4.40625,4.3359375,4.40625,4.3359375,694400.0,2.3053343296051025
2000-09-12,4.265625,4.1015625,4.203125,4.2421875,1879200.0,2.2554893493652344
2000-09-13,4.2734375,4.234375,4.25,4.2421875,872000.0,2.2554893493652344
2000-09-14,4.2578125,4.140625,4.25,4.1796875,992800.0,2.2222585678100586
2000-09-15,4.1796875,4.03125,4.171875,4.03125,927200.0,2.1433372497558594
2000-09-18,4.078125,4.0,4.0625,4.0234375,1550400.0,2.139183759689331
2000-09-19,4.0625,3.9375,4.0390625,3.984375,1092000.0,2.1184146404266357
2000-09-20,4.015625,3.96875,4.0,4.0078125,862400.0,2.1308767795562744
2000-09-21,3.9921875,3.875,3.875,3.9765625,939200.0,2.114260673522949
2000-09-22,4.03125,3.9140625,3.953125,4.0234375,1171200.0,2.139183759689331
2000-09-25,4.09375,4.0,4.03125,4.0859375,816800.0,2.1724138259887695
2000-09-26,4.109375,3.96875,4.09375,4.0,862400.0,2.1267220973968506
2000-09-27,4.03125,3.890625,3.96875,3.9453125,1637600.0,2.0976462364196777
2000-09-28,4.28125,3.96875,3.96875,4.21875,1567200.0,2.243028163909912
2000-09-29,4.2265625,4.0859375,4.2265625,4.140625,740800.0,2.201490879058838
2000-10-02,4.3125,4.1484375,4.1484375,4.1953125,831200.0,2.2305660247802734
2000-10-03,4.234375,4.15625,4.2265625,4.1796875,621600.0,2.2222585678100586
2000-10-04,4.765625,4.25,4.25,4.6328125,2456000.0,2.463176727294922
2000-10-05,4.71875,4.6171875,4.65625,4.671875,1493600.0,2.4839446544647217
2000-10-06,4.640625,4.5,4.640625,4.515625,1017600.0,2.4008708000183105
2000-10-09,4.65625,4.453125,4.53125,4.5703125,764000.0,2.4299466609954834
2000-10-10,4.59375,4.265625,4.5859375,4.265625,1260800.0,2.2679505348205566
2000-10-11,4.4609375,4.2265625,4.265625,4.2578125,2178400.0,2.263796806335449
2000-10-12,4.2734375,4.078125,4.2734375,4.125,1436800.0,2.1931827068328857
2000-10-13,4.328125,4.1015625,4.125,4.1796875,1316000.0,2.2222585678100586
2000-10-16,4.2578125,4.1796875,4.203125,4.1796875,887200.0,2.2222585678100586
2000-10-17,4.2421875,4.1484375,4.1953125,4.1875,784000.0,2.226412773132324
2000-10-18,4.203125,4.15625,4.1640625,4.1953125,644800.0,2.2305660247802734
2000-10-19,4.296875,4.203125,4.203125,4.28125,544000.0,2.2762579917907715
2000-10-20,4.28125,4.125,4.28125,4.140625,1660000.0,2.201490879058838
2000-10-23,4.375,4.140625,4.140625,4.3359375,1037600.0,2.3053343296051025
2000-10-24,4.46875,4.25,4.2578125,4.4375,1211200.0,2.35933256149292
2000-10-25,4.515625,4.375,4.421875,4.4765625,1333600.0,2.3801016807556152
2000-10-26,4.5234375,4.34375,4.5234375,4.4296875,1168000.0,2.3551790714263916
2000-10-27,4.4921875,4.3984375,4.40625,4.4609375,418400.0,2.371795177459717
2000-10-30,4.6875,4.4609375,4.46875,4.65625,835200.0,2.5617785453796387
2000-10-31,4.765625,4.546875,4.6796875,4.71875,1052800.0,2.5961642265319824
2000-11-01,4.796875,4.5703125,4.703125,4.734375,959200.0,2.6047608852386475
2000-11-02,4.765625,4.6875,4.71875,4.765625,720000.0,2.621954917907715
2000-11-03,4.8046875,4.5625,4.78125,4.5625,513600.0,2.5101990699768066
2000-11-06,4.671875,4.5625,4.59375,4.640625,1114400.0,2.5531818866729736
2000-11-07,4.65625,4.53125,4.65625,4.53125,337600.0,2.4930057525634766
2000-11-08,4.609375,4.515625,4.546875,4.5390625,607200.0,2.4973044395446777
2000-11-09,4.6015625,4.5390625,4.5625,4.59375,545600.0,2.5273919105529785
2000-11-10,4.609375,4.5234375,4.609375,4.53125,685600.0,2.4930057525634766
2000-11-13,4.6015625,4.5,4.515625,4.5859375,628000.0,2.523094415664673
2000-11-14,4.6015625,4.5625,4.5625,4.5625,474400.0,2.5101990699768066
2000-11-15,4.671875,4.5,4.5625,4.6640625,493600.0,2.56607723236084
2000-11-16,4.6484375,4.5,4.6484375,4.5546875,793600.0,2.5059010982513428
2000-11-17,4.5546875,4.46875,4.5546875,4.4921875,720800.0,2.4715147018432617
2000-11-20,4.5078125,4.4609375,4.4921875,4.5078125,560000.0,2.4801106452941895
2000-11-21,4.5078125,4.421875,4.5078125,4.46875,766400.0,2.4586191177368164
2000-11-22,4.453125,4.375,4.375,4.40625,637600.0,2.4242336750030518
2000-11-24,4.578125,4.40625,4.40625,4.5625,567200.0,2.5101990699768066
2000-11-27,4.6640625,4.5546875,4.578125,4.5859375,1070400.0,2.523094415664673
2000-11-28,4.5859375,4.515625,4.5859375,4.5390625,824000.0,2.4973044395446777
2000-11-29,4.6015625,4.515625,4.5234375,4.59375,809600.0,2.5273919105529785
2000-11-30,4.6171875,4.5078125,4.5859375,4.578125,498400.0,2.5187952518463135
2000-12-01,4.640625,4.3984375,4.5,4.59375,1417600.0,2.5273919105529785
2000-12-04,4.5625,4.328125,4.5625,4.4140625,2824000.0,2.4285316467285156
2000-12-05,4.65625,4.40625,4.4453125,4.421875,1416800.0,2.4328293800354004
2000-12-06,4.453125,4.3359375,4.4140625,4.421875,851200.0,2.4328293800354004
2000-12-07,4.453125,4.328125,4.421875,4.3984375,1828800.0,2.4199352264404297
2000-12-08,4.546875,4.390625,4.390625,4.546875,1444800.0,2.5016021728515625
2000-12-11,4.578125,4.421875,4.5546875,4.4296875,820800.0,2.4371280670166016
2000-12-12,4.4609375,4.34375,4.4296875,4.34375,706400.0,2.38984751701355
2000-12-13,4.328125,4.265625,4.3125,4.2890625,602400.0,2.3597588539123535
2000-12-14,4.328125,4.265625,4.3125,4.296875,608800.0,2.3640573024749756
2000-12-15,4.375,4.265625,4.2734375,4.34375,1263200.0,2.38984751701355
2000-12-18,4.328125,4.234375,4.328125,4.328125,772800.0,2.3812506198883057
2000-12-19,4.390625,4.265625,4.328125,4.3046875,659200.0,2.3683557510375977
2000-12-20,4.265625,4.21875,4.25,4.234375,946400.0,2.3296711444854736
2000-12-21,4.40625,4.1875,4.25,4.3671875,1568800.0,2.4027416706085205
2000-12-22,4.5,4.2890625,4.3671875,4.484375,1176000.0,2.4672152996063232
2000-12-26,4.765625,4.453125,4.4609375,4.703125,684000.0,2.5875673294067383
2000-12-27,4.921875,4.6015625,4.6875,4.921875,1610400.0,2.7079200744628906
2000-12-28,5.0234375,4.8125,4.90625,5.0,1768800.0,2.7509026527404785
2000-12-29,5.0703125,4.984375,5.0,5.0,1861600.0,2.7509026527404785
2001-01-02,5.1171875,4.9375,5.0,4.96875,1316000.0,2.7337093353271484
2001-01-03,5.3125,4.921875,4.921875,5.3046875,1800800.0,2.9185357093811035
2001-01-04,5.546875,5.234375,5.2734375,5.3828125,1617600.0,2.961519956588745
2001-01-05,5.359375,5.125,5.359375,5.15625,1384800.0,2.8368685245513916
2001-01-08,5.203125,4.96875,5.15625,5.203125,988800.0,2.8626585006713867
2001-01-09,5.15625,4.984375,5.15625,5.0,1600800.0,2.7509026527404785
2001-01-10,5.0,4.8671875,5.0,4.9453125,1338400.0,2.7208147048950195
2001-01-11,5.0625,4.8984375,4.96875,5.03125,966400.0,2.7680957317352295
2001-01-12,5.015625,4.890625,5.015625,4.9921875,549600.0,2.7466046810150146
2001-01-16,5.109375,4.7890625,4.9765625,5.0,1804800.0,2.7509026527404785
2001-01-17,5.171875,5.03125,5.03125,5.09375,780000.0,2.8024823665618896
2001-01-18,5.125,5.015625,5.09375,5.015625,392000.0,2.75950026512146
2001-01-19,5.046875,4.890625,5.0234375,4.890625,671200.0,2.6907265186309814
2001-01-22,5.0625,4.875,4.921875,4.984375,1009600.0,2.742306709289551
2001-01-23,5.125,4.984375,4.984375,5.1171875,590400.0,2.8153774738311768
2001-01-24,5.09375,5.015625,5.09375,5.0390625,254400.0,2.7723941802978516
2001-01-25,5.2734375,5.015625,5.015625,5.2578125,1109600.0,2.8927454948425293
2001-01-26,5.2734375,5.15625,5.234375,5.2578125,988000.0,2.8927454948425293
2001-01-29,5.375,5.25124979019165,5.25124979019165,5.356249809265137,976000.0,2.9469051361083984
2001-01-30,5.3125,5.199999809265137,5.3125,5.262499809265137,1969600.0,2.9787437915802
2001-01-31,5.28000020980835,5.25124979019165,5.275000095367432,5.275000095367432,1474400.0,2.9858195781707764
2001-02-01,5.324999809265137,5.262499809265137,5.275000095367432,5.324999809265137,2517600.0,3.01412034034729
2001-02-02,5.412499904632568,5.3125,5.3125,5.391250133514404,908800.0,3.0516204833984375
2001-02-05,5.425000190734863,5.371250152587891,5.37624979019165,5.37624979019165,411200.0,3.0431299209594727
2001-02-06,5.625,5.398749828338623,5.400000095367432,5.599999904632568,1038400.0,3.1697800159454346
2001-02-07,5.612500190734863,5.481249809265137,5.599999904632568,5.537499904632568,2742400.0,3.134403944015503
2001-02-08,5.518750190734863,5.375,5.375,5.5,659200.0,3.1131763458251953
2001-02-09,5.53125,5.34250020980835,5.53125,5.37375020980835,478400.0,3.041715383529663
2001-02-12,5.461249828338623,5.394999980926514,5.400000095367432,5.40625,474400.0,3.0601115226745605
2001-02-13,5.448750019073486,5.381249904632568,5.381249904632568,5.423749923706055,1374400.0,3.070016384124756
2001-02-14,5.43625020980835,5.40749979019165,5.423749923706055,5.420000076293945,752000.0,3.0678927898406982
2001-02-15,5.431250095367432,5.394999980926514,5.394999980926514,5.427499771118164,1594400.0,3.072138786315918
2001-02-16,5.4375,5.349999904632568,5.418749809265137,5.417500019073486,868000.0,3.0664780139923096
2001-02-20,5.556250095367432,5.357500076293945,5.417500019073486,5.357500076293945,720800.0,3.0325183868408203
2001-02-21,5.375,5.293749809265137,5.295000076293945,5.3125,692000.0,3.0070455074310303
2001-02-22,5.322500228881836,5.105000019073486,5.3125,5.253749847412109,1265600.0,2.9737911224365234
2001-02-23,5.34375,5.199999809265137,5.25,5.34375,586400.0,3.0247340202331543
2001-02-26,5.497499942779541,5.3125,5.324999809265137,5.487500190734863,1540000.0,3.1061012744903564
2001-02-27,5.75,5.474999904632568,5.474999904632568,5.536250114440918,1607200.0,3.133695125579834
2001-02-28,5.541250228881836,5.362500190734863,5.538750171661377,5.462500095367432,978400.0,3.0919504165649414
2001-03-01,5.512499809265137,5.381249904632568,5.4375,5.412499904632568,983200.0,3.063647747039795
2001-03-02,5.75,5.393750190734863,5.393750190734863,5.625,2024000.0,3.1839303970336914
2001-03-05,5.668749809265137,5.578750133514404,5.65625,5.598750114440918,579200.0,3.1690733432769775
2001-03-06,5.731249809265137,5.614999771118164,5.625,5.632500171661377,446400.0,3.188175916671753
2001-03-07,5.679999828338623,5.599999904632568,5.643750190734863,5.658750057220459,565600.0,3.2030348777770996
2001-03-08,5.763750076293945,5.662499904632568,5.662499904632568,5.726250171661377,920000.0,3.2412424087524414
2001-03-09,5.75,5.608749866485596,5.737500190734863,5.699999809265137,2027200.0,3.2263834476470947
2001-03-12,5.760000228881836,5.622499942779541,5.6875,5.622499942779541,1842400.0,3.1825170516967773
2001-03-13,5.668749809265137,5.474999904632568,5.650000095367432,5.506249904632568,1652000.0,3.1167149543762207
2001-03-14,5.5,5.349999904632568,5.4375,5.393750190734863,964000.0,3.0530354976654053
2001-03-15,5.414999961853027,5.34375,5.400000095367432,5.375,663200.0,3.0424227714538574
2001-03-16,5.425000190734863,5.262499809265137,5.387499809265137,5.263750076293945,813600.0,2.9794514179229736
2001-03-19,5.432499885559082,5.266250133514404,5.275000095367432,5.40625,871200.0,3.0601115226745605
2001-03-20,5.434999942779541,5.224999904632568,5.387499809265137,5.224999904632568,1226400.0,2.9575178623199463
2001-03-21,5.243750095367432,5.03249979019165,5.243750095367432,5.059999942779541,1216000.0,2.8641223907470703
2001-03-22,5.056250095367432,4.801249980926514,5.056250095367432,4.862500190734863,2166400.0,2.7523319721221924
2001-03-23,5.0625,4.862500190734863,4.862500190734863,5.034999847412109,1207200.0,2.8499715328216553
2001-03-26,5.28000020980835,5.007500171661377,5.025000095367432,5.224999904632568,1228000.0,2.9575178623199463
2001-03-27,5.289999961853027,5.052499771118164,5.21875,5.289999961853027,1415200.0,2.9943110942840576
2001-03-28,5.275000095367432,5.106249809265137,5.275000095367432,5.172500133514404,747200.0,2.9278011322021484
2001-03-29,5.175000190734863,4.987500190734863,5.141250133514404,5.012499809265137,1704800.0,2.837235927581787
2001-03-30,5.068749904632568,4.986249923706055,5.025000095367432,5.008749961853027,1368000.0,2.835113286972046
2001-04-02,5.081250190734863,4.992499828338623,5.027500152587891,5.008749961853027,1480000.0,2.835113286972046
2001-04-03,5.014999866485596,4.931250095367432,5.014999866485596,4.949999809265137,870400.0,2.801859140396118
2001-04-04,5.137499809265137,4.948750019073486,4.948750019073486,5.041250228881836,932000.0,2.8535101413726807
2001-04-05,5.137499809265137,4.875,5.041250228881836,5.113749980926514,2078400.0,2.8945460319519043
2001-04-06,5.1875,5.012499809265137,5.1875,5.142499923706055,1377600.0,2.910820484161377
2001-04-09,5.337500095367432,5.15625,5.15625,5.256249904632568,1554400.0,2.9752063751220703
2001-04-10,5.408750057220459,5.300000190734863,5.300000190734863,5.40625,911200.0,3.0601115226745605
